"ctrl 1"	"ctrl 2"	"ctrl 3"	"case 1"	"case 2"	"case 3"
"g250"	-2.52417193450222	14.4959609815325	0.591479548514844	-6.24102805265834	6.11115476851782	3.37899848155172
"g251"	-25.6148279324005	0.0405762887090608	9.53361875676263	1.03325684388987	-9.47104830534906	-3.86827536981271
"g252"	3.81852888286769	-16.5683500839098	-5.24718014759182	2.36937252207089	14.2046508211635	-11.6108657531391
"g253"	-2.05925646356534	10.0864572402241	4.83118685972049	4.75402616664107	4.96419120286031	4.17307504186095
"g254"	-3.26951984075757	11.0451193874034	-4.64795577444417	-3.9919683682809	-4.86451096754737	-2.43677424705535
"g255"	8.92480887996708	-5.59691616019957	-15.0695875303199	-0.611417485421322	9.38026796114822	-4.16752889972569
"g256"	-12.34067835016	0.192836338804322	10.1946270330582	5.3002106053457	-11.1201310208193	11.111841083363
"g257"	-4.21460574821269	14.5348087307182	1.23611180311448	-5.08553171292033	-7.52384368875515	12.6223171226764
"g258"	5.24699480973131	9.3726052929507	-8.78036234403563	11.7932023511081	9.27391174535153	-21.0714908273118
"g259"	-5.16410175096489	8.24241293890006	4.79988677766701	-1.08801579897654	13.2125008566015	-18.3266856665499
"g260"	-5.05551975791858	-13.5361847137672	16.2051267520629	-7.60007276231728	-11.0287733781889	-4.98534889725549
"g261"	-6.48394401623476	-22.1164225294447	-5.71878965139008	4.79710825173307	-1.72942320844355	30.0736912443686
"g262"	2.35556350379529	-4.28920537142189	27.7245394665968	2.26282576259783	-28.9573031218886	8.0419748706335
"g263"	-15.5535066283394	-7.90853224165235	7.29949772164682	14.2192944662306	2.58862584409711	6.69920431677795
"g264"	4.24523329731659	9.72326437200376	-2.31464369417926	7.10611478832942	-3.75197086090821	-16.6224191435121
"g265"	10.4772106261257	-4.90792737703848	22.4709378876159	-14.2649267136244	5.09424899570169	-10.8343921847688
"g266"	9.47568625354535	-12.7999074724731	6.54256565314003	7.57115087327763	-16.1149040166431	-3.51446382974796
"g267"	-7.25533043964409	-2.11149323183024	1.3743908126383	-10.2080916754198	4.92408885571984	0.457065498985414
"g268"	7.13974996288139	-0.699608185688345	14.26724832965	-6.13728356609613	-2.21186298815698	3.80926369396858
"g269"	-1.63065285682152	14.0330753433934	-4.51741097111515	10.7898431749115	-0.672388098530324	-9.33794537408122
"g270"	-1.1854668394176	-4.08241900092362	-2.11809675025945	19.7979044744269	-11.4505535934444	-2.82427158084683
"g271"	-13.5947135892174	-3.24444052937305	-8.52196087755088	7.60032671302652	15.7586742954521	-13.9889353458861
"g272"	-4.46492817683375	-15.5693607320143	-2.97276509507991	9.20719450339806	-18.1936922035724	-10.8951219341677
"g273"	-24.2875431089214	-7.1274077781416	10.1174092101181	1.67525432454049	-4.55052444022522	6.30968446535127
"g274"	-9.17619362526274	13.8238042059387	13.2058057171193	-3.40008617305625	3.91607949408683	7.95110623405791
"g275"	5.56656515847437	-14.0099750956561	5.85667661484638	-2.94785363514836	-4.64689562538905	15.9574847383356
"g276"	-17.1939312418892	-22.1023261462188	1.05402611850656	7.33501654245829	9.34240812280173	6.50524682655685
"g277"	2.88475594301547	-8.58139147584059	-12.7550857172892	6.03453580480117	-7.99426128138477	8.14189553466867
"g278"	21.6055025275933	6.82181166147525	3.06470361134186	1.81984331204341	3.99942890261988	2.76952795971257
"g279"	-8.18466188009439	-18.5742351934029	-9.46184144570461	-12.8728943127272	-18.4746695780848	-19.2608583312926
"g280"	-0.355121494745157	-10.7471099928486	6.65223965534675	2.96223775127685	8.46450816242855	-2.68295753279484
"g281"	9.34820929180848	-3.92415347312863	-0.397385783750704	-19.657633725156	-3.64553979944466	9.65895388749057
"g282"	10.2279102183087	6.10729288489077	2.80113043794763	-19.0986924916628	-2.90121780464921	20.9641712453409
"g283"	0.21656718560388	8.04787825003482	5.92827694706082	-2.31111415296847	4.46928671086585	16.9649640309695
"g284"	2.93609653556486	-9.72785558312515	-8.46337580575477	-12.0815370551942	2.78945866250932	-5.88685777995286
"g285"	-1.5099908345937	-18.9910175710438	6.79422749237275	9.83492283259517	9.26771949427297	-11.3048438714132
"g286"	-16.1148736514441	-10.1046290235041	-11.8016606334794	4.35093205320968	-14.3811518862622	4.11722856482236
"g287"	7.34502779374893	-2.54656596191992	-1.06029732273788	5.63599079070629	8.93415406732827	-14.6436125444871
"g288"	-0.730681349763821	-4.44612278682666	25.1650199146227	-7.84694059067996	-11.4358603343619	-0.506225129761904
"g289"	-8.10058918705787	5.45516931182708	-15.8611865793541	2.65854964856076	10.0404760609606	4.6609134944658
"g290"	6.4613501895497	11.3192177336545	1.24608799387751	-3.20114168230839	12.2378186074061	-1.91059701479847
"g291"	11.4190221480085	2.5528447500509	-7.56887427848196	-3.74428575023925	3.77344965486354	-4.71206892460333
"g292"	-23.829232741276	-13.2962985395096	1.06046494417034	11.6187419232887	14.6975793190855	-5.63791471961926
"g293"	-11.6581122104607	5.49775354336506	-2.42228841793064	2.45932476987151	3.15360758555501	5.91602691683356
"g294"	0.385809038271021	0.301156687970462	11.1562787906644	-7.35513828651836	2.04837271946903	-7.48883045758916
"g295"	3.81244896261197	-6.7014226198586	-6.94783858189702	-14.3257353879986	0.279336871512992	-5.27258622115529
"g296"	0.406552733084421	-9.81732823144569	-12.9045402546224	-15.906970287443	8.67263403677991	1.35981863608411
"g297"	-19.0227097658796	0.81922001653651	-3.76930314939109	-9.63056436270093	-26.4460757695883	0.481975452016278
"g298"	-5.1366889820827	-10.3112825578549	-16.9620500724263	3.15515633714429	-8.96298236271086	6.5734780995238
"g299"	-1.14188092320265	-0.858297512836892	-1.36723156004044	-4.10132296555715	-0.230336845626467	-2.19768468274289
"g300"	0.263703277855404	18.2668655496813	10.2445495653761	0.0643789986908133	1.39379507806145	6.60602342001551
"g301"	-1.30029235587083	1.3184719136623	-2.20755077388255	-0.778591999049598	-11.7886919183629	-3.6355698084864
"g302"	-5.22415347161896	-3.32850036951872	15.5316012983954	6.51651415291665	-6.78615347812067	16.1408458144516
"g303"	-9.03860692039457	-1.2186619478916	-24.2641484568335	17.2985930752512	10.0904970114511	5.72706974394022
"g304"	-5.3640489027862	7.60161542166505	5.33949554216609	-4.93107554149589	-1.81524545944594	2.148762728351
"g305"	14.2839899337856	2.75471996130401	-3.61026005183912	-4.23244637486631	-5.40129764776232	-0.981665438003198
"g306"	22.4935979370546	-1.61343049386453	-10.8457886746151	-1.41262134541799	-11.1973597329134	8.62098883270121
"g307"	3.40929056255194	7.03797434862589	5.38125974188243	-11.4242678072026	5.23803032574827	-1.57376646546788
"g308"	21.7756132518815	12.9047409431045	14.3054195294915	3.84209938992841	10.4175972648469	-1.28760174289643
"g309"	14.3851579677211	7.08813530144846	4.43768707458337	-1.04332870933797	-3.4027697056397	5.37226390799229
"g310"	16.8620411619087	-0.600164165548337	-4.43094257952434	-0.106618870795063	-20.6810968628703	-4.42802161092189
"g311"	9.09022174075523	14.3494067523723	0.570367565250952	7.52955902208551	11.8318391466667	-4.04810780779475
"g312"	7.53769481515206	3.96400302024548	-0.421969317366309	0.77307060927452	-8.56304634090498	-1.49848042402798
"g313"	5.10690108479881	4.88255682500345	2.14685741003614	-2.79092245430112	0.0728584129417443	7.42323742663096
"g314"	7.11314871372908	8.42062604249763	-6.15299044155821	6.08594611060241	-18.9802823880351	-5.15357203817331
"g315"	2.51078294099455	4.88416863179986	-8.91669686093097	5.62582185824852	-2.40529444521889	7.39367097538408
"g316"	-16.5953193479424	13.0094074545665	6.90625969484246	-8.47309448095359	4.7907727456581	-15.2188905096925
"g317"	1.93538866894234	-10.5840524904805	-3.86072212926265	-2.44059360638021	16.7632548122815	10.9820251008682
"g318"	-11.955053324528	-3.28508132568444	11.815081451318	9.24185659216592	0.347831486189763	-4.88471912269552
"g319"	-3.69973637311602	4.14319909078469	0.0756213499212256	2.02659025566995	5.82241730282231	-2.42825161596202
"g320"	-6.02914608518875	17.9060030768934	-5.57252329224581	-1.69032979463351	-17.5432033003164	-2.37309269943412
"g321"	-14.2654192296234	-2.08753054138245	8.59100751836294	-13.5952987627975	18.481186085778	0.667650031104116
"g322"	16.2472261064013	-6.86031228856739	-3.67097382787342	-3.38548202296802	5.88746671605388	12.4681819680002
"g323"	3.26805493584958	3.49154446340949	-3.08512431246419	3.99838785765607	-4.67240102912063	14.2041548166635
"g324"	3.6113592561857	-5.36462121289436	7.51852257023292	3.29007102789614	8.42889169825024	8.23826890174414
"g325"	-9.07526884526515	-7.31231486429389	-6.14139025513432	-1.69224191247286	-6.68948118013938	12.2040410939241
"g326"	-0.878179362930769	12.722307151486	-0.721902117221924	10.2992478796909	-7.08504306068528	-13.9885229138502
"g327"	-0.900674581213882	4.6133427013575	-1.66764837475562	5.58847527440486	-5.50081118811639	-19.7716678931236
"g328"	-15.1735496075135	-3.20662260349265	5.19732323933904	-7.38072286780275	5.32248565513474	7.48473726742869
"g329"	-10.8050454450939	12.8036002120683	-5.37354682643003	-11.9457477037911	-17.0681655809423	7.46609595118713
"g330"	6.39263179629342	11.2991620383148	-2.24800734354492	-9.0382828200784	-8.80208370898455	-0.458636389587635
"g331"	14.8080355817668	4.39708380393076	-11.0375879652335	9.71301949296668	-10.1515268098298	11.8193554368089
"g332"	2.35636210999178	8.65083945184939	-10.4650340462521	-12.225760044468	13.0050145942837	5.63029065617935
"g333"	16.2184553963976	-5.31672650539101	3.24308190809113	2.82022326692355	4.61429307592508	-3.77458658089567
"g334"	3.41574121358965	-2.86186817579001	-11.1112291902461	10.5647976914306	-7.26510508679991	12.7733062170882
"g335"	-11.0620196595645	2.81987869842856	0.674352775283688	1.96906388267166	-1.50208110171873	3.17132223878552
"g336"	5.76682112779553	9.22738350942814	-23.6988496895322	11.7294073039752	-5.71089367132607	3.80794614750855
"g337"	2.81629158808887	3.97262232021668	-24.7198254869393	-12.2308185372509	-6.76670364901575	2.52280440679266
"g338"	-9.21744896142332	8.07962521197788	3.14569739952396	-17.2536633389169	-8.99321354004418	-8.53181906003324
"g339"	2.37767961153772	18.7125500251711	-13.9630920443677	-13.567860110792	-2.94616452861758	15.9088390909189
"g340"	-8.84756657262576	-6.73653036585179	3.86784613088003	-1.10372116815287	7.33244989169058	-11.7091253867679
"g341"	-5.68964547056101	4.00349577542127	-8.12700411851171	-11.7719533011818	-9.36073722546438	1.00230803353647
"g342"	-1.65160145442519	-8.08789860841559	-13.3431266912927	-5.79089770426971	3.52156124227238	11.6171579169999
"g343"	-1.29833688029241	-11.915817593983	0.860061984516486	-12.4724827244116	-1.78974596823222	-10.8631767287786
"g344"	10.4115642136652	-3.64951306652596	-15.7241920623915	9.98655065242787	4.07377063230379	-1.07839843309673
"g345"	-1.93903291584924	-8.03161551092427	4.90247160831664	5.78864582407577	-6.62548692502228	2.6499634276417
"g346"	-0.619557822460383	-9.61921851912571	-12.2214439111876	-22.0594455859513	-17.653322384721	-10.0646173473026
"g347"	-1.92324575908543	10.3008816528046	-9.45462269543503	-6.62597330473404	-2.89316503852061	15.796600215667
"g348"	-12.5052659468115	10.6604930702799	1.47714685274125	6.59450661832814	-0.299752345743594	6.43915503110165
"g349"	-6.59036848093193	-12.3753798979375	-3.21029518756394	0.745654217541909	-0.856403596705741	-12.6762407435954
"g350"	-6.88667457364931	8.45989015181944	-4.09341373742665	13.6242393494911	13.621972848844	-3.43050723549807
"g351"	-14.7917048336445	10.9077603658922	2.24561184742358	1.8936517264934	0.246783786391889	4.45940749970955
"g352"	-15.925254443022	1.24670698134539	6.42045837964949	-4.7421005415403	6.59462990612415	5.79627501566068
"g353"	14.3832540136275	2.21780534415918	6.96812889724298	-3.74911608744356	18.7777948142389	-6.04446492410162
"g354"	-7.34821259194007	-0.411512453814378	-13.7125211545613	-1.51204715885293	2.62518278404881	-0.387297023221352
"g355"	1.90905622865835	11.8954747611556	-7.32035694543859	20.5645049449772	-4.76864202782144	14.6155120219122
"g356"	13.7263917606618	-21.0486357338247	-8.79561253194109	7.66112816731628	11.3899502407332	-24.0546534506115
"g357"	-3.1924730497686	-8.51063419724109	5.3108375255786	1.73650222391027	3.62488725629934	12.5659825368649
"g358"	7.92325983091994	19.3524296953836	-8.87461474331976	2.04887036004241	0.706356889478073	5.67738387996911
"g359"	-4.08146624809467	7.08516179960988	0.379625777866887	3.314529231584	-20.4990386497937	8.4977432447548
"g360"	-0.0484010614278239	0.16734266460723	20.8474514823593	5.85128762071893	6.50466051647969	-6.39818882952934
"g361"	16.6922631638757	12.6289253515038	-18.7640192551958	5.05147679096262	5.42829812056072	14.1384888017413
"g362"	7.68704421957426	5.68750655937146	8.03464921565303	-5.22730312272453	-13.0151904883048	4.4464740542018
"g363"	5.57206010815382	-2.87637242603619	-6.25535213463339	15.3102783507225	-1.4764657425763	-3.03438855298664
"g364"	1.23827918094357	1.66178953512643	1.82715139330865	-8.82182729302748	-0.990629933128276	-0.42653577039902
"g365"	-2.56873982205045	-7.35295188906276	-6.80148382524857	-6.37688864988281	1.36639744124995	1.91899171986405
"g366"	-15.8780905351395	3.57842708808709	7.81364287168433	-5.19366018194228	-4.81322143632825	7.04560453287666
"g367"	-3.97402450136605	11.0861349923006	6.37183568254103	20.254557945022	5.34138710477176	-6.50564712583155
"g368"	-11.4475585952268	15.5349799260279	-7.81516530052715	-19.8733933463478	12.7322507813148	-10.4968982130874
"g369"	5.35634367496371	5.45291716685117	-14.0759509328436	12.4182805857239	4.73048496644172	12.996467257661
"g370"	-17.0491171891006	-17.6615541471895	-4.86524875528423	16.0252947799185	-6.5735661215207	3.70011568297797
"g371"	-10.195000514688	-9.73871382071883	-8.49223958570844	11.8656054371801	10.3850241912179	-2.70604592785804
"g372"	2.9200246318494	-7.44740777927064	-7.55610511896219	-5.37298758680046	7.30567870475029	-11.0204023636725
"g373"	8.38394266509964	-1.19971236636106	0.754195427979514	-3.65832470608195	-9.38281374360108	-10.3186950318389
"g374"	-6.38456107240252	2.34956524624608	2.47005259703339	11.8052060780437	4.72748287694733	4.7990112003856
"g375"	8.99147328548933	15.2930502584401	13.4289104335729	16.2925959115821	-0.547933584359651	-3.73153707502347
"g376"	9.13835930501876	-20.1044653687912	1.06082277023318	4.44714312011659	5.04144129892506	17.6820244142758
"g377"	-6.87912999835702	-8.21782188201175	0.475586662963243	-4.49175844863774	-27.6417781777631	5.35011124413815
"g378"	15.6806753659435	2.63305486328677	13.4600499870112	21.9715346740487	13.5277556430805	5.93982353960369
"g379"	9.39090788665952	8.91759016592307	-3.75858794125729	-16.9296026602912	-1.94057371145326	4.49349539154088
"g380"	-8.43267124442315	5.72275388951983	-5.02197042718743	-10.6589396242371	22.5928474570344	-8.96963612436009
"g381"	0.847105678550892	10.4356886943212	1.0984318359764	-17.3412171788908	-11.7474812977634	-0.602141019571709
"g382"	-6.04921338332064	-8.26077414891874	-4.41121138765152	-10.7475215305851	-11.8772134542059	5.76680835161417
"g383"	-8.75908790455595	-2.76046268438651	-1.13866262017346	-15.8826501362549	7.16148836123455	-3.00628864000353
"g384"	-0.457536222571648	5.68253952809443	-1.39613058760894	0.0529730098605336	11.8282976798492	5.67426236276555
"g385"	6.36259019327844	-5.89292881978998	-2.75225674315907	4.00639621658489	0.456778926205117	-9.98977244249047
"g386"	2.94977520324681	-12.1071367424078	-7.49574746263237	-12.6204397369883	-3.31703431178547	21.9621690561493
"g387"	2.38340542610088	8.27044180107137	3.22632431090158	-19.2819968689734	-9.41422083217448	14.7197993118098
"g388"	-4.90616533016468	11.1438703781557	12.7699787850786	-6.02150761750188	3.41308286444268	-11.0920420313136
"g389"	-12.4466825825148	4.60986276409987	5.03344892197137	-6.33722167605322	-1.21524425586375	1.97360520830186
"g390"	2.21606385676416	7.09841863860212	1.80826762519083	6.67286664367439	-3.73639525219616	-15.778482126478
"g391"	-27.0973138388571	-6.03612879256092	-19.4946111446539	-3.67372137679009	16.2771883269713	-1.28105208020652
"g392"	-1.98858066959415	6.8660508502965	12.0947067792448	-8.70101460929083	-6.63949488165758	3.16695960789265
"g393"	-0.0462418151712916	5.24691991279742	12.0220363238343	-23.1258796673203	5.21036945294089	-6.53641740533965
"g394"	11.1962132385378	-15.4010957414974	15.0613141654802	-1.0936474077602	-2.19017524463852	2.87406802098512
"g395"	-1.2114343775278	0.788014466735763	8.76251837088388	-15.1169594875728	-15.5774679022188	24.7075029105128
"g396"	8.19650076596058	1.42468564821686	0.151262864062564	10.5408442696936	1.77039490777674	8.15833221094754
"g397"	3.93240699391112	-8.65929002273717	0.418096618293256	-0.422896410003739	-0.645441784940643	2.50012761015203
"g398"	6.43327295331327	-25.0769808777325	0.717187587663861	16.0767620995412	3.5899009887423	-4.11914001321478
"g399"	-7.24980175497221	-16.7415752304271	-2.137312077657	11.4404084045842	-9.23604729896901	-15.8372750843898
"g400"	6.25105799315088	8.73821332939304	8.24122375139083	-2.85642662876324	-22.7665811092065	13.7107500604583
"g401"	-18.0412810751043	10.8043496533485	-0.617951270343093	16.8758885805165	2.7288104838915	-0.761953869402407
"g402"	6.30723613506045	-10.7238211133685	-17.7663339423525	-11.0187263972798	-4.30464248580873	-2.13256130192686
"g403"	-4.62616416368601	-1.7490390437605	-2.12058383195521	-10.4075964063182	14.5129554394363	-5.22833843224637
"g404"	-0.961890710148307	-11.2709227872624	6.45647396626208	20.5105876915922	0.897326135655717	-11.0512051342466
"g405"	-3.50021533304945	-3.54170343308566	9.19972282773352	-6.40045116592522	0.888809174916812	-9.42970891494932
"g406"	2.78997075893637	-14.7731706725195	7.96711965489127	-4.16776484448046	3.04028336055772	-1.1138944162618
"g407"	-3.96557832275217	10.769484011386	2.41539710717342	1.10040140836876	-8.55353406400737	-18.5684503370237
"g408"	-9.13161345862362	-9.59001422558515	-1.98215908550718	6.66722426673556	-11.6664075876143	-9.8056209197863
"g409"	7.70365887491441	1.84443190627002	5.88915636464535	-9.64015035346875	-14.128221605125	-13.0974999654979
"g410"	-2.86666209349587	-5.96160922808451	-16.7513236696231	2.22313034629905	4.50017569129257	0.446070163653572
"g411"	5.84685852670347	9.06826668122214	6.78401642386219	9.44600820725619	-10.3511906045136	11.9620238287572
"g412"	0.89916234104516	8.45340152593801	5.81670294948416	-13.1764452723498	-1.51874938417092	-7.39046185216278
"g413"	-2.31805630572074	-8.84883222785331	-7.37632658322658	-3.51356624736954	13.4687399191425	-5.37645549224838
"g414"	15.8253143407213	-14.4956985055851	11.9735470019172	9.49263079836492	-5.24371751800772	0.0775846613463245
"g415"	-21.9809141166786	-0.714153029386743	-3.42736451821917	-12.7894096256361	6.78738524441945	-3.54069986411051
"g416"	-2.36704001834124	0.470078422173138	6.56711688270954	1.77748651351598	9.82021017954567	-2.53351877409609
"g417"	13.1548638481248	-4.270747574369	8.51131468379739	-7.63003835332023	19.1110732611466	15.5338156718523
"g418"	-4.36656456192652	-1.64358043024811	12.2503900866936	3.38985898814952	28.434198845039	-8.40454112481327
"g419"	-11.0521557734428	16.5176293018142	-8.14704107398795	20.1586672950929	3.4428534653189	3.31469196258429
"g420"	11.2555283636222	20.182836782952	0.98388487369989	4.39443639684796	-8.21621608425364	-0.745666898182649
"g421"	10.6790063937271	6.89659571529518	11.1267354161368	12.1441427997433	2.42038584415499	-18.0727667942515
"g422"	14.8191401856058	11.2399142538263	14.3933829909656	-8.17771373796167	-7.01621003859559	10.3064038581035
"g423"	3.60685185031349	-13.5470469868486	4.31281023332024	-7.14373298440695	6.73402583729261	-6.6115219901823
"g424"	-2.82942726380971	-11.5965344804816	3.23290865296503	8.10180571114218	18.2018883568555	-6.61609584297202
"g425"	-0.619609266850763	1.01097008827703	-5.95446649873318	8.34016401227068	-14.6815510622419	11.8886622091517
"g426"	14.2307969109374	2.33781145548805	-8.56587976454371	2.48750349851947	0.415420198632231	-2.13270389868157
"g427"	2.21419877609112	-5.13365441328456	-4.1482341553239	0.886545520658035	3.41380615801606	-17.5531496828267
"g428"	9.99201732178889	-12.0193887059051	1.14639924824129	7.74144944709199	5.78269397950787	-5.35114064629148
"g429"	14.074194324249	3.8607077056066	7.24940121248545	-13.5693505559685	-7.47535778271529	1.95058583281492
"g430"	10.7515563387364	9.53291881489124	0.593172201203543	-4.05370177122912	-21.6133749810658	11.9858552809488
"g431"	18.6934683216975	-11.6618201174184	7.79916667847665	-8.56480768161844	8.71978200131662	1.14573243675366
"g432"	-7.89366315411206	12.2899889865843	13.3502982215005	-10.6173228596109	-10.1941499960021	5.36607158208203
"g433"	11.6922592397803	-13.0138083449064	-15.9720805934413	10.9175439042413	9.63995461117136	-2.50358841865533
"g434"	-2.17817328924313	-11.4984096296978	-14.1528438136707	5.37292390210591	-19.8228204106992	1.69741639643485
"g435"	-5.2912988116468	-11.4307387382159	-14.2619062490935	7.28113088566067	5.518126813359	16.6046939380645
"g436"	-5.99967019228575	14.4021497240988	-22.104842203376	-16.2327244375239	8.87232907002751	-10.6463620924052
"g437"	12.1522948750678	14.4537630508912	-6.9075567780303	1.32821203637476	0.867779511131389	-4.11897108275525
"g438"	-4.85075254874712	11.2150741584813	-4.81121855516233	-5.11986911402562	16.4871977078046	2.55741469293625
"g439"	-0.287540202886031	8.88390624191967	8.46979777328976	-21.0915446421868	-18.5657329803894	-9.83216714539431
"g440"	0.85736085655248	-2.1659092859543	6.01784341530176	-2.42817434226185	1.4273254377546	-18.068336531676
"g441"	11.5340707219149	3.57241409648318	5.06416810595528	13.4532201266167	-10.0496333724821	-16.2886410480444
"g442"	-17.7374694996312	15.70505973311	-5.45251179629978	-3.67150357848653	5.62261261609295	13.8131382911267
"g443"	-6.86599787474007	-15.085082475414	-1.62545561138118	-14.3834381937554	-2.70861640378607	-3.26782064098332
"g444"	-7.64178595345775	-13.0466080917066	13.1549640528575	-4.89954302750835	-3.59495711263982	-2.79064585555894
"g445"	11.3599686752828	9.84998817343108	3.46396614335734	17.3911520601893	-2.82813439764914	8.00291628988123
"g446"	2.00935198697669	4.97924918778546	-9.37335503646833	14.6678681049387	4.41492677186159	9.0948711398183
"g447"	-5.55308774473071	-8.04586598430985	1.91543559625595	13.7209850107842	10.8413596107019	-13.7047927052782
"g448"	4.69174809292762	-16.9415806074385	1.57696048765124	2.59001183246998	-2.87832105633046	-20.1127830403035
"g449"	-16.6749432052865	3.55091480910307	-2.32229889714399	9.93015074201274	-13.1787492815408	12.3368181790981
"g450"	-0.186816351975979	0.0944606017151754	2.32927745920722	1.65018535842941	12.1949351418281	-11.0286509503298
"g451"	6.17514429322312	-15.7199159830666	4.20403926311625	-7.41288411025064	3.31731893796232	12.6468178537507
"g452"	7.20009664729291	-4.19200786328415	6.14332614677252	-7.42427774095238	1.0038190573008	5.95431091980163
"g453"	7.05929880674945	-5.18164474925883	7.99290014803356	3.98186900469104	-2.39281258012941	9.47505442753945
"g454"	-12.8924777568404	16.0912709485417	-11.3354880255694	5.11434435505753	11.0930240545972	-6.69988795854358
"g455"	14.6305059586202	-7.70838830228511	4.86301059201192	5.55737686328762	-2.35042698566246	-14.9847592683603
"g456"	-1.41932657352109	-5.36015924022803	-1.95988393614998	-17.7517483348974	-8.40931299363243	5.29568699697578
"g457"	6.15625255353019	-0.638852144443939	8.72965189162529	-2.70292049064887	-12.1485716389111	2.23039935185364
"g458"	4.99563542370067	-3.26116323521102	7.55994746484276	-10.694563766271	-6.31452379177936	1.40432346097648
"g459"	-8.5501496629525	-2.33321988668211	19.298312658432	-13.813938937007	6.52238902986019	-3.64388073172234
"g460"	-7.14098754743273	-11.747318569736	-7.07209167419506	12.2365176013493	-2.33203712670103	10.7906356565486
"g461"	-1.96899113149668	-13.3552597287127	2.37591585490436	-3.20560307457088	4.831444875277	-2.42231776426699
"g462"	2.93829789252316	0.0559719630251229	3.41162479572681	0.119642325275817	-9.37329766553465	1.34935934167852
"g463"	-27.0279350310606	7.68890609984786	0.709170657219451	2.25497012079383	-7.78470156054717	-7.00970675076806
"g464"	4.96792404750689	-0.61636059648384	-9.8062888430488	1.50937796665004	6.4295209890633	-1.98895549932123
"g465"	-10.359735934474	-11.7794088547062	-2.58288556764523	9.3542539375239	6.92721604568001	16.0620157560162
"g466"	11.8989036936362	4.83028102254163	8.99593642299015	5.70617265236879	-8.82302613753507	4.97481009085175
"g467"	7.75567474468649	-2.34154830796071	-1.83863475651526	-5.3342399561413	20.0412543849105	-12.4285609015819
"g468"	-8.42396551789215	-1.05724243593107	-0.217860445839869	-5.86070807433648	8.74051422471646	-7.90289120368485
"g469"	16.29097435965	6.29163253369952	-9.10613205684732	-5.48225293501634	-10.6237984066838	-12.5619121624442
"g470"	-3.13940880612122	-3.21756403093139	11.7588764770232	5.24026998095377	-19.0605270165011	-3.40742434378107
"g471"	-6.65781727709662	1.82043370475179	-15.8003038508736	-0.538848131838029	-6.02470130915566	-8.34385662920327
"g472"	-5.26497777304203	1.2569046851113	-0.188007880911943	4.75370949908253	-20.205159550423	6.42738148469596
"g473"	5.42907742872986	-12.730961081874	-8.30460813160907	1.05129549701446	10.4502220739045	-6.73656510573885
"g474"	6.43633690052622	-2.70255796877367	-3.86139970302518	6.76374522220391	-10.4262251064257	25.8984668565978
"g475"	-9.62646884034839	-7.3123563953263	-1.67952044354285	3.71875166978443	10.5774186760466	4.90970325538469
"g476"	17.8621092302058	-1.94252453825537	5.5591712831802	-8.42933483979185	22.0620209213439	3.27443661465096
"g477"	9.01139958715462	4.2988768821418	10.6983445937611	-9.33287027045353	7.63183685389001	-6.19817623867576
"g478"	3.76401945138816	-17.1587473837048	-2.48459374935937	-0.288983034397482	2.92181084700129	13.1090718088247
"g479"	11.8117898710649	-0.178737943809653	-7.655895840336	13.3564071939747	-10.0749937442195	5.80285890670818
"g480"	-18.3171272794383	-13.4841904392603	-5.57111276628658	-2.34055126164966	-8.10571462558211	-10.8207137151744
"g481"	1.37447095314019	2.94444827842888	-8.41037663310815	11.4817470476377	8.12562500733596	-3.61099129216249
"g482"	-12.8784849837187	-12.3045252264275	10.4471483790692	-10.5377474054224	-5.19301104472203	9.55434792410772
"g483"	20.8209040341694	20.1907903863322	2.54303517842232	-14.087972732786	23.1992183491209	3.94518882105779
"g484"	-2.20560570562391	12.4629329724501	-13.8714742391063	-14.2628831235861	7.4870630788636	4.79734849576974
"g485"	-21.7410420303948	3.71121782960457	-0.448444089127619	6.03565862812108	-1.65166674689184	-18.6064739003178
"g486"	-7.22318372554999	-29.300863142436	-12.0803876744644	-15.8108857555669	15.9101149917577	7.11416197169316
"g487"	5.64716898356019	0.399760362159223	-3.02826496563472	-6.03713365638914	-1.61601661483063	-5.66721845206025
"g488"	-7.21743639562846	-5.33960468454052	-13.3953934603709	-18.7740440834847	-9.32774628087744	-20.4850284006193
"g489"	-20.2742748732146	7.34689705032261	1.34620208357722	-11.5455989564599	23.3927703512178	5.68973263577828
"g490"	-4.72722291023168	8.01211834863987	5.99223033533893	25.0808957487707	1.12106135433214	6.13957252407136
"g491"	-11.35080779835	7.42170061634869	-11.107867868052	-8.28095534243243	6.92618241659196	7.548783198734
"g492"	9.11867103179699	7.77880207308788	-1.75041597799302	0.979007466653923	-11.5663323231448	8.45083363007908
"g493"	-21.1317129324375	-11.5304275681706	-11.3416924529666	-7.1561355383212	6.49777035728534	18.4453718756284
"g494"	-8.30834256222159	-1.70268196113785	-0.15515161450375	9.11996570592359	-9.72390539191941	9.32442638432024
"g495"	4.62532138278995	-7.16310452648758	-2.51197889073203	-11.6013189526009	-10.4970043570076	4.26788051407161
"g496"	-1.98773986021218	-1.33208003143968	5.27505055553321	-5.56902792397835	7.0274496980967	7.10936264312543
"g497"	3.1387918459358	11.3825800601551	-21.7175668545478	-7.91943637586902	2.40858376733023	11.0175664792074
"g498"	14.2533395227176	-11.1858613584655	-3.28937066927585	-9.0704533086241	7.30564064196184	-10.9676521600361
